osmid,u,v,length,speed_kph,travel_time
185851050,1965407165,1965407162,69.85453111084544,58.42291666666667,4.3044121441907395
968851504,1965407174,1965407175,25.297192606628958,58.42291666666667,1.55880429427147
968851504,1965407175,1965407177,71.15466756712372,58.42291666666667,4.384526104767313
968851504,1965407175,1965407174,25.297192606628958,58.42291666666667,1.55880429427147
185851051,1965407175,1498880158,222.76698937865848,58.42291666666667,13.726825148747345
185851047,1965407177,1965407193,105.32932614072286,58.42291666666667,6.490356793893986
185851047,1965407177,1965407149,197.37175067633606,58.42291666666667,12.16197928783328
968851504,1965407177,1965407180,72.60612559775481,58.42291666666667,4.473964448629615
968851504,1965407177,1965407175,71.15466756712372,58.42291666666667,4.384526104767313
968851504,1965407180,1965407184,73.05860375359602,58.42291666666667,4.501845996726951
968851504,1965407180,1965407177,72.60612559775481,58.42291666666667,4.473964448629615
185851059,1965407180,1965407225,178.51451512054922,58.42291666666667,11.000002928656313
185851059,1965407180,1965407155,146.59563179790388,58.42291666666667,9.033172333444277
185851055,1965407184,1965407161,135.05798263940943,58.42291666666667,8.322226366683289
968851504,1965407184,1965407187,70.62257019164835,58.42291666666667,4.3517384477826315
968851504,1965407184,1965407180,73.05860375359602,58.42291666666667,4.501845996726951
"[1369129134, 185851055]",1965407184,1965407225,235.86380611066875,58.42291666666667,14.53384648430038
185851049,1965407187,1965407162,134.23288601205957,58.42291666666667,8.271384196727842
968851504,1965407187,1965407188,73.3840847606417,58.42291666666667,4.521902024262341
968851504,1965407187,1965407184,70.62257019164835,58.42291666666667,4.3517384477826315
"[185851049, 1369129133]",1965407187,1965407216,160.2556103104987,58.42291666666667,9.874895503924035
185851048,1965407188,1965407221,141.71752031485602,58.42291666666667,8.732584784226765
185851048,1965407188,1965407165,136.2388345567026,58.42291666666667,8.394990055057665
968851504,1965407188,1965407190,72.79019160355931,58.42291666666667,4.485306532501888
968851504,1965407188,1965407187,73.3840847606417,58.42291666666667,4.521902024262341
968851504,1965407190,1965407188,72.79019160355931,58.42291666666667,4.485306532501888
185851062,1965407190,1965407208,110.7414997664045,58.42291666666667,6.823853068371678
185851062,1965407190,1498880173,138.13396907021624,58.42291666666667,8.51176759096151
185851047,1965407193,1965407177,105.32932614072286,58.42291666666667,6.490356793893986
"[185851062, 501394839]",1965407208,4922171542,193.36464465309936,58.42291666666667,11.915062795013217
185851062,1965407208,1965407190,110.7414997664045,58.42291666666667,6.823853068371678
185851064,1965407208,1965407221,80.3959481861116,58.42291666666667,4.953970633156254
"[185851049, 1369129133]",1965407216,1965407187,160.2556103104987,58.42291666666667,9.874895503924035
185851048,1965407221,1965407188,141.71752031485602,58.42291666666667,8.732584784226765
185851064,1965407221,4922171559,19.72139000661424,58.42291666666667,1.2152252587608101
185851064,1965407221,1965407208,80.39594818611161,58.42291666666667,4.9539706331562545
1369129134,1965407225,1965407226,6.248304256172094,58.42291666666667,0.38501835590576533
185851059,1965407225,1965407180,178.51451512054922,58.42291666666667,11.000002928656313
"[1369129134, 185851055]",1965407225,1965407184,235.86380611066875,58.42291666666667,14.53384648430038
1369129134,1965407226,1965407225,6.248304256172094,58.42291666666667,0.38501835590576533
185851046,1965407231,757437495,143.45077967345154,58.42291666666667,8.839387628845852
"[186076292, 186076291, 389001508]",1967749744,1967749830,368.1877590348332,60.0,22.091265542089992
"[186076291, 186076292, 389001508]",1967749830,1967749744,368.1877590348332,60.0,22.091265542089992
186076301,1967749830,574254811,481.4480532118178,60.0,28.886883192709067
"[422220845, 312073871]",1967749830,412769738,70.06675772782523,60.0,4.204005463669514
"[388993098, 186076308]",1967749918,574254811,386.27275507052576,60.0,23.176365304231545
313793420,1967749918,574254829,268.6480038111313,60.0,16.118880228667877
186161676,1968553602,1968553603,134.5571338854379,60.0,8.073428033126273
186161678,1968553602,1834056500,43.63867337424833,60.0,2.6183204024548994
186161676,1968553603,1968553602,134.5571338854379,60.0,8.073428033126273
172506321,1968553603,1968553608,27.280861092097936,60.0,1.636851665525876
132911318,1968553608,395013085,166.1044799559268,60.0,9.966268797355607
1191508466,1969050265,1969050273,53.23474693096415,60.0,3.1940848158578485
244147885,1969050265,7967282567,309.4053681175528,60.0,18.564322087053167
51878605,1969050273,1482033713,319.1196977988842,60.0,19.14718186793305
1115800537,1969050273,662134110,15.052586060859408,60.0,0.9031551636515645
309170977,1969760553,3134012214,23.10254705273598,60.0,1.3861528231641587
308116346,1969760553,3134012227,439.2630475694302,60.0,26.355782854165813
"[309699011, 139904175]",1972032268,4001563870,29.181917876504887,60.0,1.750915072590293
31365931,1972900358,6299808,307.0614047863484,60.0,18.423684287180905
"[918031080, 186555371]",1972900358,377706806,39.300510742013785,60.0,2.358030644520827
186573806,1972900368,8526297456,21.09175527747229,60.0,1.2655053166483374
4454494,1972900377,25893935,24.634115554666057,59.63388796450361,1.487121149128919
186573806,1972900377,1972900368,20.044289893360514,60.0,1.2026573936016307
425410062,1973334680,1973334682,199.89279819272647,60.0,11.993567891563588
186585055,1973334680,1973334682,206.4728920058773,60.0,12.388373520352637
"[217829210, 425410062]",1973334682,2271324973,192.73426852830994,60.0,11.564056111698596
4454742,1974902130,307408,497.611305813535,60.0,29.8566783488121
31366747,1974902130,22311226,70.42051275736706,60.0,4.225230765442023
31366747,1974902130,9708925340,169.17686545887966,60.0,10.150611927532779
186778660,1975222167,22286374,309.385204738047,60.0,18.563112284282816
186778660,1975222167,686785345,421.2695420040457,60.0,25.276172520242742
377508292,1975222167,3808816813,119.5320974323014,59.63388796450361,7.21595665559196
"[403230821, 154520183]",1976209571,10271830263,590.5355452266325,25.217391304347824,84.30403990476755
"[1348019537, 1289669173, 1289669172, 213842517]",1976209571,1671972468,418.60757841169595,50.0,30.13974564564211
1348019538,1976209571,1495161412,220.15825407894084,60.0,13.20949524473645
165915122,1976527084,411259535,37.9687866184905,60.0,2.2781271971094297
119176955,1977725119,1339782249,303.56868433519475,60.0,18.214121060111683
137598572,1981182833,698846376,9.364247458037793,60.0,0.5618548474822675
187423691,1981182833,1258407716,464.66880527974354,60.0,27.88012831678461
991177601,1981188863,1981188866,27.02355980065447,60.0,1.6214135880392682
217829206,1981188863,7058628006,25.993470922840558,60.0,1.5596082553704333
